state,scenario,year,hydro,gas_ct,gas_cc,coal,nuclear,geothermal,biomass,rooftop_pv,utility_pv,csp,onshore_wind,offshore_wind,load
Washington,25,2046,78845542.22,7560.50,51342.23,119297.16,6735539.60,0.00,1078934.72,2354911.18,0.00,0.00,38709498.72,0.00,100776237.44
West Virginia,25,2046,693700.00,0.00,0.00,37097406.98,0.00,0.00,6197451.92,60884.16,0.00,0.00,12498164.14,0.00,38242665.50
Wisconsin,25,2046,3139786.10,48677.48,651402.56,1898340.28,0.00,0.00,18611079.56,519554.08,0.00,0.00,19295530.02,0.00,56021993.48
Wyoming,25,2046,867751.28,632.89,0.00,257961.89,0.00,0.00,421998.13,199279.92,0.00,0.00,37502765.19,0.00,12452489.26
Alabama,25,2048,9299939.56,16695.04,3010464.73,20209215.31,6798320.64,0.00,30891213.82,354593.96,0.00,0.00,9695.34,0.00,96005575.14
Arizona,25,2048,8141185.44,0.00,0.00,6773.83,23077114.02,0.00,52196.01,10125861.11,7038446.31,105653713.80,23520734.77,0.00,110213990.32
Arkansas,25,2048,3122326.67,0.00,1381965.66,1327703.18,6115246.32,0.00,11818179.09,136752.72,1475255.54,0.00,3834121.84,0.00,43465058.57
California,25,2048,34941689.67,86993.15,0.00,0.00,20388408.92,118630061.58,4675730.35,29679215.50,22413925.26,103499095.58,29227010.91,0.00,322114151.65
Colorado,25,2048,1593103.59,0.00,440786.33,37901.25,0.00,0.00,297077.88,4629871.42,0.00,28509228.51,28547899.76,0.00,58459017.06
Connecticut,25,2048,396320.06,0.00,1412319.68,250444.18,9130302.72,0.00,2854462.37,1477566.23,841125.15,0.00,0.00,0.00,33061681.89
Delaware,25,2048,0.00,0.00,217303.06,1373115.50,0.00,0.00,139345.58,507735.37,0.00,0.00,515516.93,6407862.24,9381113.03
Florida,25,2048,484623.16,346913.01,20139232.11,50854709.10,6632315.14,0.00,18847224.13,9648193.70,55749081.20,5687497.12,0.00,0.00,302934524.73
Georgia,25,2048,4182738.39,231190.29,7269868.77,54758142.12,25169596.42,0.00,28178483.60,1249379.92,15059937.18,0.00,197006.85,0.00,138416563.11
Idaho,25,2048,10449604.94,9451.16,9527.03,0.00,0.00,145943.13,124752.73,73042.68,0.00,0.00,2897607.30,0.00,25290979.25
Illinois,25,2048,2834969.39,0.00,934187.98,4652323.19,57248443.29,0.00,52830908.44,590316.45,0.00,0.00,78918482.26,0.00,142623498.57
Indiana,25,2048,2558734.89,584383.97,913811.86,8827924.80,0.00,0.00,34579017.56,463373.27,0.00,0.00,66105722.97,0.00,108031840.69
Iowa,25,2048,4193288.71,0.00,278174.50,3249797.55,0.00,0.00,30524365.63,681217.85,0.00,0.00,80500851.39,0.00,39258092.02
Kansas,25,2048,3845.33,32263.89,0.00,555590.68,6943978.05,0.00,2351295.34,915699.14,2334497.23,0.00,76742498.30,0.00,42869606.59
Kentucky,25,2048,4531578.59,2965.61,233741.26,35283554.70,0.00,0.00,19571102.36,152222.73,483877.64,0.00,44312.13,0.00,69252740.58
Louisiana,25,2048,403837.67,0.00,1777014.13,813140.46,13862141.45,0.00,20888815.65,1202720.31,256821.10,0.00,0.00,0.00,76626282.62
Maine,25,2048,8649300.94,0.00,498405.50,3447.99,0.00,0.00,3262107.29,350789.82,0.00,0.00,1064936.48,1390295.34,12239297.98
Maryland,25,2048,1834543.72,0.00,1746271.81,18641879.85,0.00,0.00,5105620.80,1247446.62,1416917.70,0.00,12608120.31,24119264.40,55671179.69
Massachusetts,25,2048,812127.33,0.00,1517899.74,86077.62,0.00,0.00,4046845.02,914229.53,7243.54,0.00,747046.40,15447269.79,59572090.36
Michigan,25,2048,1609515.33,155367.40,1750986.28,5497414.76,8782481.66,0.00,20921323.09,746997.67,0.00,0.00,99546612.97,0.00,146281983.19
Minnesota,25,2048,17821328.97,0.00,93034.95,998908.47,0.00,0.00,16462115.63,507653.92,0.00,0.00,84981168.48,0.00,71511480.60
Mississippi,25,2048,0.00,18225.02,2346584.18,3483445.02,10007760.38,0.00,31552460.32,148913.46,4220665.59,0.00,0.00,0.00,42851377.98
Missouri,25,2048,1526536.17,62991.32,648164.01,3387545.82,7162799.65,0.00,14973758.01,1206385.89,0.00,0.00,7084521.19,0.00,107143724.04
Montana,25,2048,9539659.93,0.00,0.00,2397.99,0.00,0.00,51555.43,258200.52,0.00,0.00,23057349.03,0.00,15103338.43
Nebraska,25,2048,807234.00,21100.10,124747.32,927817.66,0.00,0.00,448265.33,394146.35,0.00,0.00,31269721.71,0.00,23632176.99
Nevada,25,2048,2155924.44,0.00,0.00,1476.25,0.00,30488807.61,260.51,4031803.01,1362778.46,12631659.58,12411571.03,0.00,43900448.33
New Hampshire,25,2048,1094256.22,0.00,527109.44,26.93,9644919.78,0.00,3408213.43,102148.89,8431.38,0.00,124640.73,0.00,9962040.23
New Jersey,25,2048,29771.06,211240.52,605175.06,6028590.35,17319907.58,0.00,3065187.13,1841570.39,0.00,0.00,1315386.28,54734238.95,90548682.84
New Mexico,25,2048,203969.06,8663.56,0.00,29278.49,0.00,9422170.91,276450.19,1330769.54,2563782.32,188092350.66,31591182.31,0.00,45548597.31
New York,25,2048,32939836.61,392450.52,4552717.94,25392536.03,0.00,0.00,16546695.16,6786054.35,0.00,0.00,35918061.98,19533332.10,145847862.90
North Carolina,25,2048,4621919.17,140646.88,204145.26,19869406.54,24505574.40,0.00,19036735.83,1885354.19,0.00,0.00,10940591.55,50571515.32,126334434.46
North Dakota,25,2048,2573004.64,0.00,0.00,148297.70,0.00,0.00,1013873.18,67659.82,0.00,0.00,27479713.12,0.00,12759765.35
Ohio,25,2048,575786.01,0.00,1083477.04,63281382.49,9762704.64,0.00,33961856.57,347041.94,0.00,0.00,51644996.32,0.00,145573909.21
Oklahoma,25,2048,2608900.50,16232.36,1698116.73,4530604.16,0.00,0.00,7372896.62,1215050.79,664622.80,2962919.59,57236725.55,0.00,69473721.77
Oregon,25,2048,36950715.67,5269.02,38487.66,9383.79,0.00,8781473.78,330897.26,438189.35,0.00,0.00,26978186.31,0.00,62587543.82
Pennsylvania,25,2048,2694807.46,7237.33,7394263.96,71907170.83,42402548.74,0.00,15544432.38,1947906.75,0.00,0.00,17919162.26,1694983.39,176742985.25
Rhode Island,25,2048,9787.33,0.00,2054644.21,0.00,0.00,0.00,347523.05,482244.39,1852291.63,0.00,56542.90,2895307.44,12011504.21
South Carolina,25,2048,2584177.11,1850.85,767139.60,12884301.53,25485797.38,0.00,16269347.77,340514.70,4513110.92,0.00,3691608.80,15454255.75,88305019.26
South Dakota,25,2048,5109845.50,17126.63,0.00,2531.87,0.00,0.00,497213.44,196315.28,0.00,0.00,29951829.61,0.00,12321325.50
Tennessee,25,2048,9100500.00,54993.70,0.00,5196002.03,26861271.55,0.00,26557166.30,342132.88,327480.40,0.00,450241.69,0.00,149185925.69
Texas,25,2048,1413257.72,249646.49,11948310.87,19061635.39,28943167.52,0.00,19921914.06,14087793.71,46971780.51,136765726.25,68770819.15,11744764.38,407637164.68
Utah,25,2048,720236.78,22233.85,96887.33,33726.15,0.00,9779224.79,326471.69,1033158.24,0.00,1219455.70,5553059.13,0.00,35414111.68
Vermont,25,2048,42500575.56,0.00,0.00,0.00,0.00,0.00,1588733.06,89858.22,0.00,0.00,114138.55,0.00,7012100.88
Virginia,25,2048,1340444.45,972522.28,3534383.24,16314465.83,7193571.84,0.00,15760784.36,1114680.19,0.00,0.00,13296089.14,21014143.29,130473825.71
Washington,25,2048,78845542.22,7056.47,47919.42,55938.15,6735539.60,0.00,1067920.02,2373651.73,0.00,0.00,38869356.50,0.00,101186995.33
West Virginia,25,2048,693700.00,0.00,0.00,36056438.23,0.00,0.00,6197451.92,75059.17,0.00,0.00,12516439.55,0.00,37808481.31
Wisconsin,25,2048,3139786.10,0.00,615514.79,1312323.28,0.00,0.00,21487708.98,590488.49,0.00,0.00,19491148.85,0.00,55904919.66
Wyoming,25,2048,867751.28,590.70,0.00,188616.81,0.00,0.00,423465.51,218928.20,0.00,0.00,37502765.19,0.00,12416637.38
Alabama,25,2050,9299939.56,33160.23,2809767.09,11560121.00,6798320.64,0.00,31169961.92,409756.77,0.00,0.00,9695.34,0.00,95508901.53
Arizona,25,2050,8141185.44,0.00,0.00,3175.72,23077114.02,0.00,50219.20,10584418.78,7038446.31,105653742.88,23595216.16,0.00,111277245.40
Arkansas,25,2050,3122326.67,0.00,1402077.93,622462.61,5943473.50,0.00,24079692.10,156507.83,1475255.54,0.00,3834121.84,0.00,43364452.49
California,25,2050,34941689.67,91111.40,0.00,0.00,17229507.30,118630061.58,4656829.90,30682408.57,22413925.26,104539726.52,29288256.43,0.00,324624951.35
Colorado,25,2050,1593103.59,0.00,363144.11,17807.43,0.00,0.00,312964.11,4793028.41,0.00,28509300.93,28630785.95,0.00,58906890.06
Connecticut,25,2050,396320.06,0.00,1816988.66,117461.93,9130302.72,0.00,2859891.19,1578902.50,841125.15,0.00,0.00,0.00,32960543.69
Delaware,25,2050,0.00,0.00,202816.19,903716.22,0.00,0.00,139345.58,540275.81,0.00,0.00,515516.93,6407862.24,9361258.17
Florida,25,2050,484623.16,350283.30,22014118.39,44851131.96,6632315.14,0.00,19058321.08,10631950.92,56255544.92,5687497.12,0.00,0.00,304648261.32
Georgia,25,2050,4182738.39,215777.60,4547831.59,39004599.64,25169596.42,0.00,28699969.45,1450899.20,15059937.18,0.00,197006.85,0.00,138454873.78
Idaho,25,2050,10449604.94,8821.08,8891.89,0.00,0.00,145943.13,124752.73,87800.51,0.00,0.00,2959398.99,0.00,25375909.22
Illinois,25,2050,2834969.39,0.00,881406.21,2755567.77,50185673.09,0.00,63148072.51,659732.79,0.00,0.00,78953513.32,0.00,141942065.85
Indiana,25,2050,2558734.89,458212.20,975382.72,4933743.19,0.00,0.00,34744598.50,494482.90,0.00,0.00,66105722.97,0.00,107167949.64
Iowa,25,2050,4193288.71,0.00,259629.53,2039958.76,0.00,0.00,49237411.07,714689.15,0.00,0.00,80500851.39,0.00,38976424.21
Kansas,25,2050,3845.33,30112.96,0.00,260518.92,6943978.05,0.00,17887292.29,957579.81,2334497.23,0.00,76742498.30,0.00,42741609.70
Kentucky,25,2050,4531578.59,2967.04,218158.51,23326895.59,0.00,0.00,20031398.83,177386.42,483877.64,0.00,47883.78,0.00,68767537.69
Louisiana,25,2050,403837.67,0.00,1658546.52,381966.97,13514965.24,0.00,20903793.53,1255488.39,256821.10,0.00,0.00,0.00,76304369.64
Maine,25,2050,8649300.94,0.00,465178.46,1633.87,0.00,0.00,3262227.74,368576.86,0.00,0.00,1064936.48,1390295.34,12209586.98
Maryland,25,2050,1834543.72,0.00,1814591.53,14631686.17,0.00,0.00,5107669.77,1366321.68,1632467.09,0.00,12608120.31,24119264.40,55684172.80
Massachusetts,25,2050,812127.33,0.00,1416706.42,40789.00,0.00,0.00,4046845.02,978614.73,7243.54,0.00,747046.40,15777839.00,59424144.85
Michigan,25,2050,1569550.54,171682.49,1523822.60,2691764.58,8782481.66,0.00,22823980.15,822137.10,0.00,0.00,99546612.97,0.00,145232426.74
Minnesota,25,2050,17786531.43,0.00,101304.72,688151.48,0.00,0.00,21203625.41,584682.22,0.00,0.00,85222246.06,0.00,71355072.09
Mississippi,25,2050,0.00,16370.69,2190858.54,2843114.03,10007760.38,0.00,31570429.83,172245.62,4220665.59,0.00,0.00,0.00,42706792.09
Missouri,25,2050,1526536.17,58797.31,606031.49,1590634.81,7086907.27,0.00,23310361.12,1328136.59,0.00,0.00,7084521.19,0.00,106522877.73
Montana,25,2050,9539659.93,0.00,0.00,1129.91,0.00,0.00,411254.79,278042.99,0.00,0.00,23057349.03,0.00,15111909.28
Nebraska,25,2050,807234.00,20730.72,111832.58,598277.17,0.00,0.00,7787070.48,418875.42,0.00,0.00,31269721.71,0.00,23520408.03
Nevada,25,2050,2155924.44,0.00,0.00,692.10,0.00,30488807.61,122.13,4279696.98,1362778.46,12631660.51,12411571.03,0.00,44309840.08
New Hampshire,25,2050,1094256.22,0.00,491968.81,12.76,9644919.78,0.00,3408213.43,111754.12,8431.38,0.00,124640.73,0.00,10008666.19
New Jersey,25,2050,29771.06,136986.60,564830.06,4256070.65,17319907.58,0.00,3113528.89,1999168.64,0.00,0.00,1315386.28,54734238.95,90248883.02
New Mexico,25,2050,203969.06,8085.99,0.00,13779.86,0.00,9422170.91,276503.89,1414935.72,2563782.32,188256264.17,31591182.31,0.00,45594042.76
New York,25,2050,32979801.41,351789.82,4217332.12,22575733.16,0.00,0.00,16666209.10,7236777.56,0.00,0.00,37615213.67,25569850.47,144780629.59
North Carolina,25,2050,4621919.17,189754.26,190535.57,13517863.97,24505574.40,0.00,19213878.61,2069371.26,0.00,0.00,10940591.55,55416192.46,126504369.32
North Dakota,25,2050,2607802.18,0.00,0.00,69527.49,0.00,0.00,1015374.45,80925.28,0.00,0.00,27479713.12,0.00,12660331.06
Ohio,25,2050,575786.01,0.00,1011245.23,34003940.68,9762704.64,0.00,34836714.43,428426.04,0.00,0.00,51651878.94,0.00,144365224.31
Oklahoma,25,2050,2608900.50,15150.21,1647024.49,2124152.64,0.00,0.00,14207707.01,1295596.02,664622.80,2962919.59,57236725.55,0.00,69201601.71
Oregon,25,2050,36950715.67,4917.75,25404.34,4399.33,0.00,8781473.78,330017.65,441447.00,0.00,0.00,26978186.31,0.00,62765930.23
Pennsylvania,25,2050,2694807.46,0.00,7425409.09,65342976.70,42402548.74,0.00,15597039.84,2115810.33,0.00,0.00,17919162.26,1694983.39,175412521.91
Rhode Island,25,2050,9787.33,0.00,2044843.19,0.00,0.00,0.00,347523.05,510542.44,1852291.63,0.00,56542.90,2895307.44,11959082.79
South Carolina,25,2050,2584177.11,27035.22,715996.96,9138480.13,25485797.38,0.00,16407948.79,402699.49,4513110.92,0.00,3691608.80,16767077.81,87981638.27
South Dakota,25,2050,5109845.50,16053.01,0.00,1187.40,0.00,0.00,497279.45,209189.25,0.00,0.00,29951829.61,0.00,12260862.50
Tennessee,25,2050,9100500.00,55024.46,0.00,2817897.80,26861271.55,0.00,26640254.20,429024.96,327480.40,0.00,450241.69,0.00,148511117.97
Texas,25,2050,1413257.72,251755.56,11497994.76,11879052.43,28932380.61,0.00,24130869.14,15269690.98,46971780.51,161081000.33,69339849.86,11744764.38,407965043.56
Utah,25,2050,720236.78,20751.59,90428.17,15910.97,0.00,9779224.79,326787.32,1142559.13,0.00,1219579.36,5553059.13,0.00,35617737.49
Vermont,25,2050,42500575.56,0.00,0.00,0.00,0.00,0.00,1588733.06,97195.59,0.00,0.00,114138.55,0.00,6988690.51
Virginia,25,2050,1340444.45,928062.30,3671572.77,14632047.27,7193571.84,0.00,15820925.15,1267914.65,0.00,0.00,13296089.14,28080781.84,130195261.50
Washington,25,2050,78845542.22,6586.04,44724.79,26229.31,6056910.58,0.00,1062756.09,2393144.13,0.00,0.00,40271440.43,0.00,101576982.07
West Virginia,25,2050,693700.00,0.00,0.00,33475679.73,0.00,0.00,6286021.55,90299.64,0.00,0.00,12529900.15,0.00,37365931.98
Wisconsin,25,2050,3139786.10,0.00,556510.06,913507.45,0.00,0.00,21504243.05,663312.48,0.00,0.00,19611937.62,0.00,55764223.99
Wyoming,25,2050,867751.28,551.32,0.00,110785.24,0.00,0.00,424936.61,239569.60,0.00,0.00,37502765.19,0.00,12378086.46
