state,scenario,year,hydro,gas_ct,gas_cc,coal,nuclear,geothermal,biomass,rooftop_pv,utility_pv,csp,onshore_wind,offshore_wind,load
New York,25,2024,32619367.33,409140.60,13279286.81,28451347.56,40712454.60,0.00,4155973.99,1203440.46,0.00,0.00,25200700.93,0.00,159923507.57
North Carolina,25,2024,4621919.17,145598.68,465914.44,62649464.95,39035008.51,0.00,4596157.67,361218.48,0.00,0.00,10796517.75,0.00,126573655.71
North Dakota,25,2024,6164328.32,0.00,0.00,7967765.99,0.00,0.00,541559.50,4321.87,0.00,0.00,22242243.74,0.00,14073185.48
Ohio,25,2024,500949.67,34063.57,2074946.06,149574774.20,16663790.59,0.00,1242220.30,15762.70,0.00,0.00,4678981.52,0.00,161196529.86
Oklahoma,25,2024,2608900.50,38286.55,4237478.93,39141950.81,0.00,0.00,160437.50,340873.75,664622.80,0.00,36857594.67,0.00,72822590.81
Oregon,25,2024,36950715.67,7850.66,117949.94,3283567.71,0.00,8781473.78,400832.10,397495.54,0.00,0.00,13318589.19,0.00,60707988.71
Pennsylvania,25,2024,2265275.39,74369.43,31724690.40,115418363.88,72686695.68,0.00,3900641.27,497847.47,0.00,0.00,13800742.00,0.00,193825229.12
Rhode Island,25,2024,9787.33,0.00,6681286.29,0.00,0.00,0.00,347523.05,175099.71,1431420.94,0.00,56542.90,0.00,12856186.83
South Carolina,25,2024,2584177.11,111948.33,1715839.59,39041538.41,51161315.33,0.00,3343427.83,48891.87,0.00,0.00,3691608.80,0.00,92202443.09
South Dakota,25,2024,5109845.50,7342.51,0.00,290716.78,0.00,0.00,5660.04,34480.38,0.00,0.00,22839166.49,0.00,13188159.64
Tennessee,25,2024,9100500.00,427570.72,0.00,29306145.13,26861271.55,0.00,2879643.56,14959.86,0.00,0.00,200245.07,0.00,157035099.76
Texas,25,2024,1413257.72,787421.44,81466796.21,146324519.39,38418416.64,0.00,2113655.78,1836985.06,17175529.72,0.00,61249770.67,0.00,412038220.06
Utah,25,2024,720236.78,8541.33,32056.97,24177582.82,0.00,9779224.79,274400.76,60390.66,0.00,0.00,3741701.46,0.00,33508550.94
Vermont,25,2024,42455197.87,0.00,0.00,0.00,3754653.09,0.00,521717.15,19426.00,0.00,0.00,15843.01,0.00,7451213.85
Virginia,25,2024,1036922.50,481373.29,12763611.90,17785560.29,27130042.37,0.00,3298669.84,84629.84,0.00,0.00,11265349.67,0.00,135286044.75
Washington,25,2024,78845542.22,0.00,60594.88,8389275.49,8940582.14,0.00,2123187.23,2089616.90,0.00,0.00,22009447.67,0.00,97325406.25
West Virginia,25,2024,693700.00,20625.60,0.00,107548867.51,0.00,0.00,400121.43,2852.35,0.00,0.00,6957745.27,0.00,43141808.18
Wisconsin,25,2024,2017902.34,71730.66,1091231.21,10954693.52,12505747.97,0.00,1221703.09,196787.50,0.00,0.00,18286820.19,0.00,58856856.31
Wyoming,25,2024,867751.28,0.00,0.00,6728096.98,0.00,0.00,92116.82,62360.94,0.00,0.00,37022320.57,0.00,12582480.21
Alabama,25,2026,9299939.56,0.00,5066576.49,75199523.45,39588360.19,0.00,5438601.64,11913.30,0.00,0.00,3337.77,0.00,101312142.27
Arizona,25,2026,8141185.44,55262.08,5772780.55,15927659.08,30631968.00,0.00,407927.90,6837756.34,7038446.31,8534867.39,17273559.01,0.00,99899265.48
Arkansas,25,2026,3122326.67,0.00,3164814.72,3766073.98,14497814.02,0.00,1098121.67,31770.24,0.00,0.00,1713540.62,0.00,44806278.36
California,25,2026,34941689.67,0.00,2889308.40,853629.89,34181323.78,118630061.58,5539459.16,17630492.03,22208623.32,7991369.24,29217668.76,0.00,301090420.12
Colorado,25,2026,1593103.59,1804.30,282843.17,21213163.76,0.00,0.00,1052295.57,3496275.49,0.00,0.00,15402865.41,0.00,53451962.62
Connecticut,25,2026,396320.06,0.00,2551298.65,1437824.58,16103324.39,0.00,2652748.93,382600.83,841125.15,0.00,0.00,0.00,34814547.29
Delaware,25,2026,0.00,0.00,469144.80,6331566.66,0.00,0.00,10908.08,248952.86,0.00,0.00,515516.93,2014293.44,9800557.93
Florida,25,2026,208412.06,691298.66,84688036.82,67126975.84,30845403.65,0.00,13790992.21,1230747.70,18860155.58,0.00,0.00,0.00,283821763.67
Georgia,25,2026,4182738.39,189248.07,20625545.69,87986152.82,32094397.44,0.00,10419189.14,88970.05,1549741.09,0.00,141654.79,0.00,140013935.10
Idaho,25,2026,10449604.94,0.00,19125.58,0.00,0.00,145943.13,85221.82,16022.93,0.00,0.00,2753286.77,0.00,24598625.40
Illinois,25,2026,96976.67,66208.47,2088913.73,68569561.07,90022413.31,0.00,1906742.71,212988.27,0.00,0.00,61504477.50,0.00,152494666.91
Indiana,25,2026,1236181.75,687952.04,1960167.86,40022475.13,0.00,0.00,1690063.58,166979.58,0.00,0.00,54596075.04,0.00,119588196.37
Iowa,25,2026,3978881.41,0.00,449480.09,20982313.34,4589656.93,0.00,338871.09,397323.89,0.00,0.00,53693240.54,0.00,42539941.38
Kansas,25,2026,3845.33,55735.45,0.00,25982707.70,9217257.98,0.00,1998164.21,535034.18,1659548.51,0.00,74223357.00,0.00,44475105.63
Kentucky,25,2026,3040248.78,243205.06,643370.45,92168588.59,0.00,0.00,1861763.51,26462.75,0.00,0.00,40734.78,0.00,75717199.12
Louisiana,25,2026,403837.67,0.00,5887492.67,21854603.38,16790270.98,0.00,4490862.61,888793.89,0.00,0.00,0.00,0.00,80096256.84
Maine,25,2026,8649300.94,0.00,378272.58,70313.88,0.00,0.00,2084975.71,118363.08,0.00,0.00,1064936.48,0.00,12825328.00
Maryland,25,2026,1834543.72,0.00,4704552.00,26544244.11,13715216.64,0.00,1345641.54,217453.81,0.00,0.00,11286243.73,2014559.49,56959687.64
Massachusetts,25,2026,812127.33,0.00,1605024.96,1325194.51,5412569.93,0.00,3906795.71,209969.30,7243.54,0.00,747046.40,7262011.55,62442135.38
Michigan,25,2026,1391208.89,180945.91,2461900.52,48650138.28,31477805.57,0.00,2277248.80,104714.91,0.00,0.00,94679238.30,0.00,160472015.90
Minnesota,25,2026,13857392.65,7586.68,90592.77,6688591.99,12782423.81,0.00,2131670.04,56198.83,0.00,0.00,53996590.13,0.00,75256932.11
Mississippi,25,2026,0.00,3328.20,4333951.22,11351139.11,10007760.38,0.00,1219061.06,27818.55,0.00,0.00,0.00,0.00,44451578.87
Missouri,25,2026,1526536.17,277823.78,646156.86,50594357.82,9406978.56,0.00,897539.76,245709.29,0.00,0.00,6897135.83,0.00,115154491.57
Montana,25,2026,9539659.93,0.00,0.00,1742233.50,0.00,0.00,0.00,141545.74,0.00,0.00,21129997.17,0.00,15013069.90
Nebraska,25,2026,807234.00,32544.86,147099.99,18272290.96,9789107.42,0.00,208734.42,106686.27,0.00,0.00,23059110.32,0.00,25308626.34
Nevada,25,2026,2155924.44,0.00,1731112.76,5527934.18,0.00,30488807.61,196963.98,1933815.21,1362778.46,1157912.40,10264528.06,0.00,40266677.90
New Hampshire,25,2026,1094256.22,0.00,467036.16,2075.43,9644919.78,0.00,1425188.18,23794.46,8431.38,0.00,124640.73,0.00,9855289.12
New Jersey,25,2026,29771.06,166988.47,1412844.88,13137478.34,31493615.62,0.00,2516829.63,470989.32,0.00,0.00,1315386.28,6201765.32,95253255.42
New Mexico,25,2026,203969.06,38819.54,165401.28,17606077.25,0.00,9422170.91,251227.04,648917.75,2563782.32,1962927.22,30310710.56,0.00,44403818.81
New York,25,2026,32619367.33,404025.80,9751585.75,25392536.03,40712454.60,0.00,7448654.21,1621666.91,0.00,0.00,29912345.93,2020047.36,158764388.55
North Carolina,25,2026,4621919.17,74431.33,434351.85,63591933.25,39035008.51,0.00,4596157.67,493156.16,0.00,0.00,10940591.55,0.00,126736357.56
North Dakota,25,2026,6536940.96,0.00,0.00,4925974.10,0.00,0.00,541559.50,5346.17,0.00,0.00,23890455.35,0.00,14028553.16
Ohio,25,2026,500949.67,0.00,2151213.41,140258867.31,16663790.59,0.00,2450277.31,20557.99,0.00,0.00,10606866.06,0.00,160271566.28
Oklahoma,25,2026,2608900.50,35796.51,4143004.06,36261378.44,0.00,0.00,2762997.88,466498.14,664622.80,0.00,47739580.00,0.00,72771230.11
Oregon,25,2026,36950715.67,0.00,110588.94,1911597.43,0.00,8781473.78,400832.10,400525.84,0.00,0.00,16345431.05,0.00,61074475.54
Pennsylvania,25,2026,2265275.39,64141.55,22449855.02,108259798.69,72686695.68,0.00,5731139.16,587419.50,0.00,0.00,17146201.24,0.00,192950076.51
Rhode Island,25,2026,9787.33,0.00,4322027.75,0.00,0.00,0.00,347523.05,200009.82,1755950.76,0.00,56542.90,563448.59,12813873.84
South Carolina,25,2026,2584177.11,52125.80,1567501.03,38847728.05,51161315.33,0.00,4396175.37,52574.25,0.00,0.00,3691608.80,0.00,92207023.62
South Dakota,25,2026,5109845.50,8240.39,0.00,151465.81,0.00,0.00,5660.04,52047.72,0.00,0.00,25258145.88,0.00,13167658.81
Tennessee,25,2026,9100500.00,422855.34,0.00,28923082.09,26861271.55,0.00,5237120.38,20599.24,0.00,0.00,274966.25,0.00,156995586.64
Texas,25,2026,1413257.72,522383.10,74321790.96,142409912.62,38418416.64,0.00,6783054.09,2497536.28,28095062.99,0.00,64675136.07,0.00,411737745.82
Utah,25,2026,720236.78,16675.96,32056.97,21908899.80,0.00,9779224.79,274400.76,87596.80,0.00,0.00,3741701.46,0.00,33738326.38
Vermont,25,2026,42457525.73,0.00,0.00,0.00,3754653.09,0.00,521717.15,21840.83,0.00,0.00,19083.78,0.00,7427802.93
Virginia,25,2026,1036922.50,557375.23,10494354.43,17388216.82,27130042.37,0.00,3298669.84,120433.67,0.00,0.00,11414081.21,0.00,135213771.16
Washington,25,2026,78845542.22,0.00,79334.85,4286143.50,8940582.14,0.00,1925229.70,2121200.48,0.00,0.00,29764020.30,0.00,97937203.26
West Virginia,25,2026,693700.00,0.00,0.00,105631685.53,0.00,0.00,2258048.18,4052.42,0.00,0.00,8505902.71,0.00,42850880.22
Wisconsin,25,2026,2017902.34,66418.58,1302954.95,10188492.67,12505747.97,0.00,1352869.49,200600.19,0.00,0.00,18530679.15,0.00,58685211.33
Wyoming,25,2026,867751.28,0.00,0.00,5583565.51,0.00,0.00,190066.26,66078.81,0.00,0.00,37022320.57,0.00,12643907.47
Alabama,25,2028,9299939.56,0.00,3406220.28,71208091.68,39588360.19,0.00,11030710.47,18287.50,0.00,0.00,9695.34,0.00,100917699.26
Arizona,25,2028,8141185.44,0.00,2964085.21,12045688.44,30631968.00,0.00,407927.90,7217718.67,7038446.31,19642407.91,17273559.01,0.00,100749446.87
Arkansas,25,2028,3122326.67,0.00,3160442.88,3537455.63,14497814.02,0.00,1098121.67,39106.42,1475255.54,0.00,3292395.93,0.00,44678641.18
California,25,2028,34941689.67,0.00,1620288.56,636848.42,34181323.78,118630061.58,5539459.16,19576152.75,22413925.26,13270034.66,29217668.76,0.00,301986011.49
Colorado,25,2028,1593103.59,18546.94,412451.07,17031160.65,0.00,0.00,984073.95,3634576.76,0.00,928004.12,15402865.41,0.00,53902053.11
Connecticut,25,2028,396320.06,0.00,1828270.75,1280134.54,16103324.39,0.00,2833841.18,476636.52,841125.15,0.00,0.00,0.00,34589804.21
Delaware,25,2028,0.00,0.00,433209.60,5944033.85,0.00,0.00,10908.08,269379.15,0.00,0.00,515516.93,2783305.91,9740037.10
Florida,25,2028,208412.06,382818.65,73113090.62,65993454.42,30845403.65,0.00,15013525.67,1813665.11,36388557.44,0.00,0.00,0.00,286273388.54
Georgia,25,2028,4182738.39,193209.38,15994195.96,88149745.40,32094397.44,0.00,10419189.14,118652.99,3781368.26,0.00,197006.85,0.00,139692194.22
Idaho,25,2028,10449604.94,0.00,18992.83,0.00,0.00,145943.13,85221.82,16478.17,0.00,0.00,2753286.77,0.00,24621557.68
Illinois,25,2028,96976.67,56444.94,2133621.13,71299487.12,90022413.31,0.00,2193987.80,235731.52,0.00,0.00,64256924.10,0.00,151306328.39
Indiana,25,2028,1236181.75,681142.21,1846390.47,36378177.00,0.00,0.00,5515030.39,214900.88,0.00,0.00,54596075.04,0.00,118249487.08
Iowa,25,2028,3978881.41,0.00,350531.77,13625361.90,4589656.93,0.00,721243.51,437555.00,0.00,0.00,54057609.58,0.00,42218339.49
Kansas,25,2028,3845.33,33140.76,0.00,23097674.38,9217257.98,0.00,2674948.21,590674.33,2334497.23,0.00,74223357.00,0.00,44358535.11
Kentucky,25,2028,3040248.78,207986.71,599263.42,88141764.64,0.00,0.00,6150507.82,33896.36,0.00,0.00,40734.78,0.00,74974213.36
Louisiana,25,2028,403837.67,0.00,5695189.70,21656657.88,16790270.98,0.00,4490862.61,921503.70,256821.10,0.00,0.00,0.00,79820654.21
Maine,25,2028,8649300.94,0.00,207680.62,75844.42,0.00,0.00,2084975.71,145287.42,0.00,0.00,1064936.48,0.00,12744733.90
Maryland,25,2028,1834543.72,0.00,3454121.15,23283780.89,13715216.64,0.00,1345641.54,311499.62,0.00,0.00,11436731.20,4699743.45,56647901.98
Massachusetts,25,2028,812127.33,0.00,1432606.48,1256205.22,5412569.93,0.00,4046845.02,264884.29,7243.54,0.00,747046.40,7448095.53,62050154.59
Michigan,25,2028,1391208.89,178474.33,1794526.75,46286777.43,31477805.57,0.00,2277248.80,164599.75,0.00,0.00,97774975.14,0.00,158781868.43
Minnesota,25,2028,12898454.63,0.00,185472.00,3463320.78,12782423.81,0.00,2207966.28,68242.36,0.00,0.00,63287021.80,0.00,74742232.43
Mississippi,25,2028,0.00,3314.91,3459566.39,10103591.35,10007760.38,0.00,7613788.52,30015.65,1549744.23,0.00,0.00,0.00,44314637.24
Missouri,25,2028,1526536.17,270158.46,984504.66,48294774.05,9406978.56,0.00,2484949.85,292760.68,0.00,0.00,6897803.09,0.00,114400448.52
Montana,25,2028,9539659.93,0.00,0.00,1314626.34,0.00,0.00,5438.55,144481.92,0.00,0.00,22651046.38,0.00,15011193.69
Nebraska,25,2028,807234.00,28152.69,106491.64,11709943.10,9789107.42,0.00,355762.43,134326.90,0.00,0.00,25452144.68,0.00,25122582.24
Nevada,25,2028,2155924.44,0.00,1404942.89,4135595.81,0.00,30488807.61,148972.92,2139242.08,1362778.46,3254539.26,10264528.06,0.00,40508702.61
New Hampshire,25,2028,1094256.22,0.00,89617.04,983.47,9644919.78,0.00,1425188.18,28046.60,8431.38,0.00,124640.73,0.00,9815418.00
New Jersey,25,2028,29771.06,158780.20,1206460.92,13137478.34,31493615.62,0.00,2516829.63,575697.31,0.00,0.00,1315386.28,13069910.12,94652930.69
New Mexico,25,2028,203969.06,0.00,26878.66,12459665.61,0.00,9422170.91,251227.04,708259.71,2563782.32,4234415.96,30310710.56,0.00,44616839.46
New York,25,2028,32619367.33,349170.96,8750937.94,25392536.03,40712454.60,0.00,7448654.21,2125757.15,0.00,0.00,29912345.93,2069636.71,157156812.56
North Carolina,25,2028,4621919.17,39847.45,406978.56,55861144.51,39035008.51,0.00,6636139.22,637797.63,0.00,0.00,10940591.55,0.00,126480416.37
North Dakota,25,2028,7495878.98,0.00,0.00,3948865.67,0.00,0.00,541559.50,7197.64,0.00,0.00,25374732.48,0.00,13909290.66
Ohio,25,2028,500949.67,0.00,2162053.96,131430659.76,16663790.59,0.00,8990099.13,27407.67,0.00,0.00,10606866.06,0.00,158558627.42
Oklahoma,25,2028,2608900.50,32360.41,3722704.77,34743592.52,0.00,0.00,3413609.96,575216.58,664622.80,0.00,48510829.90,0.00,72546201.46
Oregon,25,2028,36950715.67,0.00,103227.94,1426142.42,0.00,8781473.78,400832.10,408285.68,0.00,0.00,16413580.28,0.00,61123421.17
Pennsylvania,25,2028,2265275.39,5857.32,17349256.15,105373840.24,72686695.68,0.00,6635003.00,703545.40,0.00,0.00,17146201.24,0.00,191325589.31
Rhode Island,25,2028,9787.33,0.00,3902931.64,0.00,0.00,0.00,347523.05,225718.05,1852291.63,0.00,56542.90,645073.51,12723146.53
South Carolina,25,2028,2584177.11,52037.75,1536663.67,38690420.67,51161315.33,0.00,5240523.65,58349.83,1561744.00,0.00,3691608.80,0.00,91878346.60
South Dakota,25,2028,5109845.50,8585.41,0.00,95429.73,0.00,0.00,5660.04,72252.16,0.00,0.00,26022497.70,0.00,13078593.40
Tennessee,25,2028,9100500.00,418935.89,0.00,29378464.36,26861271.55,0.00,5318449.33,28701.57,0.00,0.00,422265.97,0.00,156378334.19
Texas,25,2028,1413257.72,356037.60,59637445.95,130936070.32,38418416.64,0.00,14058263.59,3400825.13,40617862.10,22533.27,65022241.11,0.00,410880808.19
Utah,25,2028,720236.78,16784.95,32056.97,18740161.96,0.00,9779224.79,274400.76,140594.23,0.00,325194.91,3741701.46,0.00,33799361.75
Vermont,25,2028,42459541.38,0.00,0.00,0.00,3754653.09,0.00,521717.15,25942.21,0.00,0.00,29693.94,0.00,7376733.31
Virginia,25,2028,1036922.50,639173.30,7792406.21,17237587.71,27130042.37,0.00,3298669.84,170303.99,0.00,0.00,11414081.21,0.00,134638946.61
Washington,25,2028,78845542.22,0.00,94860.55,4081965.71,8940582.14,0.00,1925229.70,2165525.12,0.00,0.00,29778563.81,0.00,98046669.51
West Virginia,25,2028,693700.00,0.00,0.00,99891506.95,0.00,0.00,3270240.81,6129.44,0.00,0.00,8505902.71,0.00,42339909.88
Wisconsin,25,2028,2017902.34,85575.25,1541049.07,8545631.47,12505747.97,0.00,1724897.61,208846.69,0.00,0.00,18534087.24,0.00,58273265.62
Wyoming,25,2028,867751.28,0.00,0.00,4322737.71,0.00,0.00,209350.31,72266.67,0.00,0.00,37022320.57,0.00,12635353.55
Alabama,25,2030,9299939.56,0.00,5576872.81,73249699.58,39588360.19,0.00,11030710.47,33152.20,0.00,0.00,9695.34,0.00,100389839.16
Arizona,25,2030,8141185.44,0.00,1923715.96,8422646.93,29148392.99,0.00,406147.60,7560408.56,7038446.31,38959252.06,17273559.01,0.00,101626720.86
Arkansas,25,2030,3122326.67,0.00,2851741.53,3306328.10,14497814.02,0.00,6331512.03,45509.90,1475255.54,0.00,3292395.93,0.00,44503019.77
California,25,2030,34941689.67,0.00,676703.73,475119.15,30035498.93,118630061.58,5539459.16,21169605.57,22413925.26,22220627.30,29217668.76,0.00,303312264.64
Colorado,25,2030,1593103.59,0.00,472940.48,11064655.45,0.00,0.00,908671.11,3736391.99,0.00,3017921.67,15419824.50,0.00,54362499.84
Connecticut,25,2030,396320.06,0.00,1706386.04,1305722.88,16103324.39,0.00,2833841.18,581725.57,841125.15,0.00,0.00,0.00,34368937.89
Delaware,25,2030,0.00,0.00,404328.96,5902544.94,0.00,0.00,25601.91,288114.70,0.00,0.00,515516.93,2783305.91,9676572.53
Florida,25,2030,208412.06,453635.48,53509860.52,65554492.31,30845403.65,0.00,15150286.37,2651045.59,41840060.35,455728.25,0.00,0.00,288881226.38
Georgia,25,2030,4182738.39,199411.42,14924628.52,86621917.98,32094397.44,0.00,10419189.14,181061.95,6994911.38,0.00,197006.85,0.00,139246635.25
Idaho,25,2030,10449604.94,0.00,17726.64,0.00,0.00,145943.13,85221.82,17317.08,0.00,0.00,2753286.77,0.00,24649956.13
Illinois,25,2030,96976.67,83724.06,1722689.56,68761205.76,83168757.50,0.00,2193987.80,252232.91,0.00,0.00,71600304.84,0.00,149874276.19
Indiana,25,2030,1236181.75,701149.84,1725374.35,37250169.34,0.00,0.00,6245026.11,257263.97,0.00,0.00,54596075.04,0.00,116678657.13
Iowa,25,2030,3978881.41,0.00,492394.70,11147070.65,4589656.93,0.00,852154.45,461025.33,0.00,0.00,54319430.43,0.00,41776479.02
Kansas,25,2030,3845.33,41876.03,0.00,21027893.25,9217257.98,0.00,3013774.41,624682.37,2334497.23,0.00,74223357.00,0.00,44192873.88
Kentucky,25,2030,3773674.19,77641.18,552668.62,83249086.47,0.00,0.00,10986599.67,41125.30,483877.64,0.00,40734.78,0.00,74095267.86
Louisiana,25,2030,403837.67,0.00,3624810.89,21069343.75,16790270.98,0.00,5448515.14,931149.84,256821.10,0.00,0.00,0.00,79447418.39
Maine,25,2030,8649300.94,0.00,224934.27,75844.42,0.00,0.00,2084975.71,171503.71,0.00,0.00,1064936.48,0.00,12666186.90
Maryland,25,2030,1834543.72,0.00,3208350.92,23271833.10,13715216.64,0.00,1944300.33,423694.88,1416917.70,0.00,11436731.20,4699743.45,56325889.92
Massachusetts,25,2030,812127.33,0.00,1594963.58,1424610.89,5412569.93,0.00,4046845.02,337630.41,7243.54,0.00,747046.40,9288790.92,61667967.99
Michigan,25,2030,1391208.89,176507.68,1962761.77,41712686.33,31477805.57,0.00,3409017.79,243454.67,0.00,0.00,97774975.14,0.00,156794997.05
Minnesota,25,2030,15518078.27,0.00,173107.20,3180390.96,12782423.81,0.00,2924941.13,92638.64,0.00,0.00,69982872.14,0.00,74033933.98
Mississippi,25,2030,0.00,3298.34,3604810.52,9592893.33,10007760.38,0.00,7613788.52,33061.39,3553148.35,0.00,0.00,0.00,44127192.82
Missouri,25,2030,1526536.17,258175.64,1026731.75,44650576.28,9406978.56,0.00,2959912.50,355383.98,0.00,0.00,6897803.09,0.00,113464595.02
Montana,25,2030,9539659.93,0.00,0.00,991370.06,0.00,0.00,9883.03,147487.04,0.00,0.00,22651046.38,0.00,15007267.49
Nebraska,25,2030,807234.00,30296.99,115033.34,9925199.64,9789107.42,0.00,1029056.03,166661.63,0.00,0.00,28438390.03,0.00,24867471.90
Nevada,25,2030,2155924.44,0.00,990172.76,2752230.65,0.00,30488807.61,86375.89,2350436.31,1362778.46,7667346.58,10264528.06,0.00,40768137.72
New Hampshire,25,2030,1094256.22,0.00,407332.03,1070.70,9644919.78,0.00,1425188.18,34294.13,8431.38,0.00,124640.73,0.00,9782881.87
New Jersey,25,2030,29771.06,68193.87,1126030.19,13137478.34,26600405.76,0.00,2573085.33,704455.50,0.00,0.00,1315386.28,22960038.63,94017962.07
New Mexico,25,2030,203969.06,0.00,92288.00,9015127.41,0.00,9422170.91,251227.04,752063.67,2563782.32,9120031.47,30310710.56,0.00,44806708.74
New York,25,2030,33158143.06,555692.40,10033781.11,25392536.03,22899273.52,0.00,7448654.21,2678087.72,0.00,0.00,29912345.93,4687618.09,155542305.21
North Carolina,25,2030,4621919.17,0.00,346854.91,55181466.44,39035008.51,0.00,6636139.22,792437.15,0.00,0.00,10940591.55,3468027.49,126122818.85
North Dakota,25,2030,4876255.34,0.00,0.00,2816603.79,0.00,0.00,534858.02,10302.06,0.00,0.00,27479713.12,0.00,13747724.19
Ohio,25,2030,500949.67,0.00,2017917.03,120504230.67,16663790.59,0.00,9438824.66,36466.82,0.00,0.00,10606866.06,0.00,156546259.93
Oklahoma,25,2030,2608900.50,30203.05,3548264.52,29354209.13,0.00,0.00,4219548.83,667145.02,664622.80,464356.84,54161053.13,0.00,72233475.21
Oregon,25,2030,36950715.67,2476.62,96346.08,1265150.05,0.00,8781473.78,513754.19,412402.33,0.00,0.00,17700567.91,0.00,61183881.66
Pennsylvania,25,2030,2265275.39,0.00,14527038.58,106235876.10,72686695.68,0.00,8835559.42,837324.76,0.00,0.00,17146201.24,0.00,189515104.35
Rhode Island,25,2030,9787.33,0.00,3437514.68,0.00,0.00,0.00,347523.05,250564.13,1852291.63,0.00,56542.90,662402.65,12632153.82
South Carolina,25,2030,2584177.11,60230.90,1481282.56,37017436.85,51161315.33,0.00,7212524.56,68394.89,3037427.46,0.00,3691608.80,0.00,91437737.19
South Dakota,25,2030,5109845.50,8524.77,0.00,62095.71,0.00,0.00,205605.41,93650.19,0.00,0.00,26022497.70,0.00,12956953.60
Tennessee,25,2030,9100500.00,392445.06,0.00,30762427.41,26861271.55,0.00,5318449.33,40423.56,327480.40,0.00,450241.69,0.00,155557356.51
Texas,25,2030,1413257.72,350579.10,50695570.31,122735078.47,38418416.64,0.00,18200641.80,4611225.74,46423697.82,2229720.26,65769608.02,0.00,409808773.33
Utah,25,2030,720236.78,18597.08,29919.84,14165985.61,0.00,9779224.79,274400.76,223603.75,0.00,574570.05,3741701.46,0.00,33875482.49
Vermont,25,2030,42473305.58,0.00,0.00,0.00,3754653.09,0.00,521717.15,31414.90,0.00,0.00,39563.76,0.00,7326009.00
Virginia,25,2030,1036922.50,626122.69,7018450.04,16979967.05,27130042.37,0.00,5509175.46,240644.10,0.00,0.00,11669001.70,1288743.17,133907188.42
Washington,25,2030,78845542.22,2217.61,89162.15,2466475.09,6735539.60,0.00,1667024.24,2202507.18,0.00,0.00,30752455.66,0.00,98183189.97
West Virginia,25,2030,693700.00,0.00,0.00,96387112.63,0.00,0.00,6197451.92,9232.70,0.00,0.00,8505902.71,0.00,41736769.96
Wisconsin,25,2030,2017902.34,102291.88,1440969.09,7123402.29,8458375.68,0.00,1982972.21,221486.62,0.00,0.00,18534087.24,0.00,57771337.56
Wyoming,25,2030,867751.28,0.00,0.00,3575878.96,0.00,0.00,214725.87,80483.50,0.00,0.00,37022320.57,0.00,12623788.45
Alabama,25,2032,9299939.56,0.00,5228045.17,73211154.64,39588360.19,0.00,11030710.47,56021.12,0.00,0.00,9695.34,0.00,99886247.62
Arizona,25,2032,8141185.44,0.00,530032.67,4202757.28,23077114.02,0.00,255333.84,7958851.17,7038446.31,66563311.76,17288810.88,0.00,102421138.81
Arkansas,25,2032,3122326.67,0.00,2592112.26,3219490.51,14497814.02,0.00,6336132.61,51708.75,1475255.54,0.00,3292395.93,0.00,44342555.49
California,25,2032,34941689.67,37219.16,274947.70,273506.41,25751081.56,118630061.58,5539459.16,22793038.60,22413925.26,35109480.70,29217668.76,0.00,304310926.43
Colorado,25,2032,1593103.59,0.00,302539.33,5745569.33,0.00,0.00,557187.21,3827999.40,0.00,7662773.33,18186080.14,0.00,54780149.91
Connecticut,25,2032,396320.06,0.00,1992033.81,1206408.74,16103324.39,0.00,2817529.25,700775.17,841125.15,0.00,0.00,0.00,34135853.63
Delaware,25,2032,0.00,0.00,377373.70,5605290.54,0.00,0.00,25601.91,313389.38,0.00,0.00,515516.93,2783305.91,9618550.53
Florida,25,2032,208412.06,422793.58,50252296.99,65554492.31,25367222.02,0.00,15150286.37,3560822.31,43197124.55,1481116.82,0.00,0.00,289922854.29
Georgia,25,2032,4182738.39,204847.03,13786306.50,86627952.49,32094397.44,0.00,13846215.02,286455.12,6994911.38,0.00,197006.85,0.00,138892022.62
Idaho,25,2032,10449604.94,0.00,16544.87,0.00,0.00,145943.13,85221.82,18884.29,0.00,0.00,2825069.23,0.00,24689306.63
Illinois,25,2032,2834969.39,97572.42,1595072.27,70567853.16,62607790.08,0.00,2739143.42,275125.84,0.00,0.00,75189665.39,0.00,148709543.20
Indiana,25,2032,2558734.89,746754.24,1627657.10,37038864.25,0.00,0.00,6245026.11,293465.91,0.00,0.00,57312390.01,0.00,115532883.72
Iowa,25,2032,4193288.71,0.00,524021.41,9230763.63,4589656.93,0.00,829965.06,489789.32,0.00,0.00,55257952.94,0.00,41435956.77
Kansas,25,2032,3845.33,56030.24,0.00,18502186.20,9217257.98,0.00,2783199.60,665690.53,2334497.23,0.00,74223357.00,0.00,44013683.65
Kentucky,25,2032,3773674.19,9220.17,497671.37,82858622.39,0.00,0.00,10986599.67,49452.51,483877.64,0.00,40734.78,0.00,73447404.82
Louisiana,25,2032,403837.67,0.00,3115921.55,19250655.10,16790270.98,0.00,5448515.14,961345.05,256821.10,0.00,0.00,0.00,79100393.18
Maine,25,2032,8649300.94,0.00,197371.82,75844.42,0.00,0.00,2101756.93,198198.72,0.00,0.00,1064936.48,0.00,12584048.18
Maryland,25,2032,1834543.72,0.00,3269058.52,26428586.63,13715216.64,0.00,1944300.33,537279.67,1416917.70,0.00,11436731.20,4699743.45,56064559.89
